54.395939,46.890667,
54.382682,46.886667,
54.392414,47.820533,
54.860268,48.077333,
54.962184,48.345333,
55.149464,47.763467,
54.833755,48.142133,
54.261877,48.058933,
53.321264,47.626667,
52.443257,47.076267,
51.243946,47.700533,
50.975670,48.180267,
51.958314,48.122667,
96.767471,49.984000,
76.928314,47.739467,
101.647548,75.869867,
111.646130,55.550400,
100.025057,51.279467,
92.934521,50.858133,
100.666820,48.893600,
97.264291,50.929333,
95.183870,54.953867,
129.529502,56.377867,
103.642375,54.996267,
86.516169,55.373333,
80.578123,55.773867,
85.770383,57.684533,
97.037586,61.006933,
89.984291,60.212800,
103.490958,60.653333,
90.228736,58.840000,
100.849004,58.810133,
120.298008,58.290933,
108.228314,56.653867,
88.951648,56.908800,
93.274291,57.928000,
86.969080,56.296533,
83.241494,60.258133,
88.534138,61.313867,
90.774866,62.831200,
92.263793,60.706133,
109.589349,62.931467,
118.105172,58.253067,
108.693831,57.822400,
88.877011,56.506667,
100.655824,58.492800,
106.311724,58.961867,
94.844559,59.709600,
113.421648,62.830933,
89.857739,60.840267,
93.114330,62.870933,
103.044253,62.080533,
125.343448,60.474133,
100.990038,58.430933,
84.301379,56.268267,
96.925057,57.259200,
85.518123,56.838933,
79.597969,58.706133,
104.596973,61.823200,
100.163563,61.385333,
89.811226,61.058133,
111.166667,64.098667,
115.848008,59.486933,
100.510996,58.186400,
82.536590,56.272000,
81.644521,58.336267,
80.433755,58.964800,
105.132682,62.141867,
88.072452,63.606933,
98.495556,62.206133,
97.088774,62.252267,
107.561111,61.438133,
105.639310,58.419733,
101.984943,57.930133,
97.732031,57.347467,
98.876054,57.693600,
86.789617,59.592000,
87.764023,61.395733,
90.613563,61.073600,
96.158659,63.501867,
90.010000,61.772000,
100.476590,60.860000,
104.396360,56.722133,
102.149272,56.530667,
83.489540,56.156533,
102.080268,56.887733,
88.129502,55.941600,
104.853257,60.200800,
91.318621,59.672533,
90.826284,60.429600,
89.461303,58.957600,
114.094291,59.294133,
118.943142,56.606933,
102.901571,54.626933,
95.157318,54.503733,
99.092720,54.542667,
82.153908,55.824000,
92.769119,56.641867,
90.642452,56.811467,
91.068851,57.653333,
90.088506,57.343200,
114.029004,58.473333,
101.960843,56.434400,
93.692912,59.190133,
85.856820,56.341333,
79.960077,54.730400,
83.164713,56.014933,
104.707586,60.701333,
109.408352,62.888800,
92.772797,61.982667,
89.379808,59.916000,
121.467778,60.676267,
100.312567,58.061867,
85.402912,55.325333,
89.465096,55.941867,
77.659655,55.037067,
81.977126,56.767733,
80.481877,56.336533,
87.405594,56.414133,
86.280575,56.242933,
95.814100,56.720533,
115.806437,54.773867,
104.763180,51.546667,
93.549004,51.001067,
90.394674,51.963733,
77.630038,52.230933,
98.547739,56.298667,
96.986858,56.766667,
84.947471,57.435467,
97.310920,58.640267,
96.892261,56.785600,
122.463755,59.522133,
101.489119,56.272000,
83.421188,54.391467,
90.140613,53.838133,
97.773257,54.985067,
85.055096,56.392800,
102.313372,56.949067,
100.752605,60.026133,
94.584904,58.745600,
97.743410,57.938933,
113.939847,56.281333,
104.706782,54.824267,
78.977203,53.090667,
102.713142,55.130667,
73.489387,52.498400,
89.301877,55.144533,
76.691303,58.757067,
85.578927,55.610667,
85.605096,55.220800,
102.597241,55.625067,
108.306437,53.082667,
94.536705,53.089600,
85.762682,53.697067,
84.290881,53.315200,
76.386782,54.001600,
96.254866,55.534667,
98.039847,58.738667,
93.501149,57.361067,
89.559540,57.402933,
116.264521,56.662667,
111.348467,54.063733,
95.836667,53.777600,
78.342682,52.042667,
93.513180,95.006133,
102.717816,55.254400,
95.046054,55.293067,
91.643142,53.834667,
91.702146,53.335467,
92.005900,55.345600,
111.843525,55.724267,
105.101303,52.658933,
95.233678,51.238933,
95.100268,50.712800,
82.968966,51.127467,
82.975019,72.597067,
89.519770,57.939467,
86.545019,55.230400,
84.551992,55.826667,
90.045747,56.948267,
113.654483,54.305867,
99.061609,52.413067,
96.332989,53.831200,
83.761111,53.027200,
81.194943,51.409067,
85.184330,52.478400,
77.368774,53.090933,
83.909808,52.807467,
86.885441,54.536000,
86.269847,54.019733,
110.042797,53.826667,
93.192950,50.944000,
104.990690,53.339200,
94.580115,51.820800,
82.508774,50.298400,
88.215785,52.487733,
111.995479,53.977600,
82.140077,54.274133,
85.968161,54.959467,
94.639157,55.968000,
107.634444,56.171200,
100.989693,57.298133,
86.502989,54.105867,
91.295287,53.941600,
93.731456,54.309867,
71.945709,52.507467,
82.415977,53.752533,
85.762989,54.885867,
106.242107,55.920800,
89.980192,55.334933,
119.303448,55.696267,
97.295364,53.532800,
